i_title,i_id,plot,images
Jurassic World: Fallen Kingdom,tt4881806,"Three years after the Jurassic World theme park was closed down, Owen and Claire return to Isla Nublar to save the dinosaurs when they learn that a once dormant volcano on the island is active and is threatening to extinguish all life there. Along the way, Owen sets out to find Blue, his lead raptor, and discovers a conspiracy that could disrupt the natural order of the entire planet. Life has found a way, again.","['https://imdb-api.com/images/original/MV5BNTM4ODQxMTA3MV5BMl5BanBnXkFtZTgwNjkwNDMzNTM@._V1_Ratio2.3800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMzc3MTgzODk0MV5BMl5BanBnXkFtZTgwNzkwNDMzNTM@._V1_Ratio2.3800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjA3Mzk4ODYxOV5BMl5BanBnXkFtZTgwODkwNDMzNTM@._V1_Ratio1.9800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjQwNDY1Nzk5M15BMl5BanBnXkFtZTgwOTkwNDMzNTM@._V1_Ratio2.0600_AL_.jpg']"
Avengers: Infinity War,tt4154756,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment, the fate of Earth and existence has never been more uncertain.","['https://imdb-api.com/images/original/MV5BMjA0MTg0MjUwMF5BMl5BanBnXkFtZTgwMjc4MjkzNTM@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNjI4NzM2MTM1M15BMl5BanBnXkFtZTgwMzc4MjkzNTM@._V1_Ratio1.9000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjQwNTgxMTEwNl5BMl5BanBnXkFtZTgwNDc4MjkzNTM@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTk0OTc5Njg5M15BMl5BanBnXkFtZTgwNTc4MjkzNTM@._V1_Ratio1.9000_AL_.jpg']"
Spider-Man: Into the Spider-Verse,tt4633694,"Phil Lord and Christopher Miller, the creative minds behind The Lego Movie and 21 Jump Street, bring their unique talents to a fresh vision of a different Spider-Man Universe, with a groundbreaking visual style that's the first of its kind. ""Spider-Man(TM): Into the Spider-Verse"" introduces Brooklyn teen Miles Morales (Shameik Moore), and the limitless possibilities of the Spider-Verse, where more than one can wear the mask.","['https://imdb-api.com/images/original/MV5BMTU4NjYwNzAxN15BMl5BanBnXkFtZTgwMDkyODI4NjM@._V1_Ratio2.3800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTA2NDExMzc2ODJeQTJeQWpwZ15BbWU4MDE5MjgyODYz._V1_Ratio2.3800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjIzMzA1MDgzNV5BMl5BanBnXkFtZTgwMjkyODI4NjM@._V1_Ratio2.3800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTgxODE5MDgyOV5BMl5BanBnXkFtZTgwMzkyODI4NjM@._V1_Ratio2.3800_AL_.jpg']"
X-Men: Days of Future Past,tt1877832,"In the future, the mutants and the humans who help them are slaughtered by powerful robots named Sentinels. Professor Xavier, Wolverine, Magneto, Storm, Kitty Pryde, and her friends meet at a monastery in China and Xavier explains that the invincible Sentinels were created using the DNA of Mystique that was captured in 1973 when she tried to assassinate their creator Dr. Bolivar Trask. Xavier tells that their only chance is return to 1973 using Pryde's ability to join Charles Xavier and Erik Lehnsherr to convince Mystique to give up her intention. However, only Wolverine can withstand the damages of the time travel. Will he succeed in stopping Mystique and the Sentinel Program, and save the mutants and their human friends from annihilation?","['https://imdb-api.com/images/original/MV5BMTgwMDkwMDI5N15BMl5BanBnXkFtZTgwNzQ2NzQzMjI@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTkyMjQxNjkwOV5BMl5BanBnXkFtZTgwMjA2NDI0MTE@._V1_Ratio1.4200_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTQyNjAxMDU0OF5BMl5BanBnXkFtZTgwMzA2NDI0MTE@._V1_Ratio1.4200_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjE0OTE0NDQxOF5BMl5BanBnXkFtZTgwNDA2NDI0MTE@._V1_Ratio1.4200_AL_.jpg']"
Captain America: The Winter Soldier,tt1843866,"For Steve Rogers, awakening after decades of suspended animation involves more than catching up on pop culture; it also means that this old school idealist must face a world of subtler threats and difficult moral complexities. That becomes clear when Director Nick Fury is killed by the mysterious assassin, the Winter Soldier, but not before warning Rogers that SHIELD has been subverted by its enemies. When Rogers acts on Fury's warning to trust no one there, he is branded as a traitor by the organization. Now a fugitive, Captain America must get to the bottom of this deadly mystery with the help of the Black Widow and his new friend, The Falcon. However, the battle will be costly for the Sentinel of Liberty, with Rogers finding enemies where he least expects them while learning that the Winter Soldier looks disturbingly familiar.","['https://imdb-api.com/images/original/MV5BYjQ5MGI2NTktNjA3NC00MzE2LTgxMmItOGNiNWZhMTNjMjQ0XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_Ratio2.3800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNWI3YzY4OWYtNzM1Ny00MWYwLWJkNDgtZjNhMDBlMTM5MzE4XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_Ratio2.4000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMGFhOTk5YWUtYTBiNC00ZmUwLTg0ODMtMjA5NGUwYmQxZWMyXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_Ratio2.3800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BYTU3YmNjMzctMzcyNi00OTI1LTk3NjUtNWExNzBjNzczNDk0XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_Ratio2.4000_AL_.jpg']"
Captain America: Civil War,tt3498820,"With many people fearing the actions of super heroes, the government decides to push for the Hero Registration Act, a law that limits a hero's actions. This results in a division in The Avengers. Iron Man stands with this Act, claiming that their actions must be kept in check otherwise cities will continue to be destroyed, but Captain America feels that saving the world is daring enough and that they cannot rely on the government to protect the world. This escalates into an all-out war between Team Iron Man (Iron Man, Black Panther, Vision, Black Widow, War Machine, and Spider-Man) and Team Captain America (Captain America, Bucky Barnes, Falcon, Scarlet Witch, Hawkeye, and Ant Man) while a new villain emerges.","['https://imdb-api.com/images/original/MV5BMTU4MjczNDk3MF5BMl5BanBnXkFtZTgwODI5MDY2NjM@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjA0MjcxNDM0N15BMl5BanBnXkFtZTgwMTg4NDg3NDM@._V1_Ratio1.9000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BOWU1YjVjOTktMDg0Yi00MGQ5LTg5ZTAtYTgwZTJlOWE5ZTc3XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNzg0NjE0NjQzOF5BMl5BanBnXkFtZTgwMjk1OTI3ODE@._V1_Ratio1.5000_AL_.jpg']"
Spider-Man: Homecoming,tt2250912,"A young Peter Parker/Spider-Man begins to navigate his newfound identity as the web-slinging super hero Spider-Man. Thrilled by his experience with the Avengers, Peter returns home, where he lives with his Aunt May, under the watchful eye of his new mentor Tony Stark. Peter tries to fall back into his normal daily routine - distracted by thoughts of proving himself to be more than just your friendly neighborhood Spider-Man - but when the Vulture emerges as a new villain, everything that Peter holds most important will be threatened.","['https://imdb-api.com/images/original/MV5BMTUwMjQwOTQzMl5BMl5BanBnXkFtZTgwOTcyMzM4MjI@._V1_Ratio2.4000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjkwMDEyNjk1MV5BMl5BanBnXkFtZTgwNzUyMzM4MjI@._V1_Ratio2.4000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNzMxMTk3NTQ1Ml5BMl5BanBnXkFtZTgwOTUyMzM4MjI@._V1_Ratio2.4000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjE5NDE3Mzg1M15BMl5BanBnXkFtZTgwMDYyMzM4MjI@._V1_Ratio2.4000_AL_.jpg']"
Logan,tt3315342,"In 2029 the mutant population has shrunken significantly due to genetically modified plants designed to reduce mutant powers and the X-Men have disbanded. Logan, whose power to self-heal is dwindling, has surrendered himself to alcohol and now earns a living as a chauffeur. He takes care of the ailing old Professor X whom he keeps hidden away. One day, a female stranger asks Logan to drive a girl named Laura to the Canadian border. At first he refuses, but the Professor has been waiting for a long time for her to appear. Laura possesses an extraordinary fighting prowess and is in many ways like Wolverine. She is pursued by sinister figures working for a powerful corporation; this is because they made her, with Logan's DNA. A decrepit Logan is forced to ask himself if he can or even wants to put his remaining powers to good use. It would appear that in the near-future, the times in which they were able put the world to rights with razor sharp claws and telepathic powers are now over.","['https://imdb-api.com/images/original/MV5BNDI3MzgwMmYtY2JjYy00ZWQ2LTgzNjUtNjAyZDc3MDFhOTg0XkEyXkFqcGdeQXVyNDg2MjUxNjM@._V1_Ratio1.3800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjZmMmVhNTctYTlhYy00YWJmLTk4NzktYmFkMjg4NzljMDlkXkEyXkFqcGdeQXVyNDg2MjUxNjM@._V1_Ratio1.4800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMzQxMDA3MDYtYTkyNi00Yjg3LWFmYTMtOTFlOGQ4Mzc4NzU3XkEyXkFqcGdeQXVyNDg2MjUxNjM@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BOTVhN2JhMmUtYWVkOS00YTMzLTgzNWQtMzAxNWMxM2NiODllXkEyXkFqcGdeQXVyNDg2MjUxNjM@._V1_Ratio1.5000_AL_.jpg']"
Avengers: Age of Ultron,tt2395427,"Tony Stark creates the Ultron Program to protect the world, but when the peacekeeping program becomes hostile, The Avengers go into action to try and defeat a virtually impossible enemy together. Earth's mightiest heroes must come together once again to protect the world from global extinction.","['https://imdb-api.com/images/original/MV5BODM3MzIyMzA1Nl5BMl5BanBnXkFtZTgwMzc5NzcxNzM@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BODEyNDYyNjU4OF5BMl5BanBnXkFtZTgwODI0OTA4NDM@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNzcwNTQ5OTE0NV5BMl5BanBnXkFtZTgwMzI2MDE1NTE@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMzU2MTA0NzAzNV5BMl5BanBnXkFtZTgwNDI2MDE1NTE@._V1_Ratio1.5000_AL_.jpg']"
X-Men: Apocalypse,tt3385516,"Since the dawn of civilization, he was worshiped as a god. Apocalypse, the first and most powerful mutant from Marvel's X-Men universe, amassed the powers of many other mutants, becoming immortal and invincible. Upon awakening after thousands of years, he is disillusioned with the world as he finds it and recruits a team of powerful mutants, including a disheartened Magneto, to cleanse mankind and create a new world order, over which he will reign. As the fate of the Earth hangs in the balance, Raven with the help of Professor X must lead a team of young X-Men to stop their greatest nemesis and save mankind from complete destruction.","['https://imdb-api.com/images/original/MV5BMjIxMDk1NDA0OF5BMl5BanBnXkFtZTgwNzIyMjYzODE@._V1_Ratio2.3600_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjIzMjY5NTIwNV5BMl5BanBnXkFtZTgwODIyMjYzODE@._V1_Ratio2.3600_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNDcyOTU1ODQ2MF5BMl5BanBnXkFtZTgwOTIyMjYzODE@._V1_Ratio2.3600_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTU4MTQ4NjMyM15BMl5BanBnXkFtZTgwNjIyMjYzODE@._V1_Ratio2.3600_AL_.jpg']"
Doctor Strange,tt1211837,"Marvel's ""Doctor Strange"" follows the story of the talented neurosurgeon Doctor Stephen Strange who, after a tragic car accident, must put ego aside and learn the secrets of a hidden world of mysticism and alternate dimensions. Based in New York City's Greenwich Village, Doctor Strange must act as an intermediary between the real world and what lies beyond, utilising a vast array of metaphysical abilities and artifacts to protect the Marvel Cinematic Universe.","['https://imdb-api.com/images/original/MV5BMjI1NjU4Mzk2NF5BMl5BanBnXkFtZTgwMTQ5MDAzMDI@._V1_Ratio1.9000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjI5NTI0OTY1Nl5BMl5BanBnXkFtZTgwMjQ5MDAzMDI@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjA3NjMwMjg1M15BMl5BanBnXkFtZTgwMzQ5MDAzMDI@._V1_Ratio1.9000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTc4OTcxNDM2NF5BMl5BanBnXkFtZTgwNDQ5MDAzMDI@._V1_Ratio1.9000_AL_.jpg']"
Wonder Woman,tt0451279,"Diana, princess of the Amazons, trained to be an unconquerable warrior. Raised on a sheltered island paradise, when a pilot crashes on their shores and tells of a massive conflict raging in the outside world, Diana leaves her home, convinced she can stop the threat. Fighting alongside man in a war to end all wars, Diana will discover her full powers and her true destiny.","['https://imdb-api.com/images/original/MV5BMjIyMzkzNTE0N15BMl5BanBnXkFtZTgwMjYzOTA4NDM@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTYwMTU1MDk5NF5BMl5BanBnXkFtZTgwNDUyOTYzMjI@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNjA4MjQyMjcxOV5BMl5BanBnXkFtZTgwODUyOTYzMjI@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTc1ODUwMTYyM15BMl5BanBnXkFtZTgwNjYyOTYzMjI@._V1_Ratio1.5000_AL_.jpg']"
Superman: Unbound,tt2617456,"Offering herself as a hostage, Lois Lane is caught in an aerial confrontation between her terrorist captors and the unpredictable Supergirl before Superman arrives to save the day. Soon after, knowing Superman's civilian identity, Lois attempts to get Clark Kent to make their relationship public despite his fear of the consequences, but their argument is halted by a Daily Planet staff meeting before Kent leaves when they are being alerted to a meteor. Intercepting it, Superman learns the meteor to be a robot and that he promptly defeats before activating its beacon and taking it to the Fortress of Solitude. With help from a fear-filled Supergirl, Superman learns the robot is actually a drone controlled by a being named Brainiac, a cyborg who was originally a Coluan scientist who subjected himself to extensive cybernetic and genetic enhancements. As Supergirl reveals from her experience with the monster, Brainiac seized and miniaturized Krypton's capital city of Kandor prior to the ...","['https://imdb-api.com/images/original/MV5BYmE3MmFiMTMtZDljYS00MjkxLWJjZGMtOGY0MDQxZTk5M2QxXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BYWYxZGQ2OTMtNjQ0Yi00ZDc4LTg4YmEtZTFhODY1NzIxMjcwXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BOGEyODQ3NGQtNjI1ZS00YWZmLWE2MzctOTYzMDA3ZmUyYTQwXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNWVjZjZjYTctYmEzMS00ZTQxLWFkMzctZTU2ZGEzZTU0NDM5XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_Ratio1.7800_AL_.jpg']"
Superman III,tt0086393,"In mortal enemies, the Man of Steel has no match. Even faced with a trio of sinister super-powered villains from his home planet, Superman saved the day. But can super-strength stand up to the diabolical circuitry of a criminally insane computer? Enter Gus Gorman, a genial half-wit who just happens to be a natural-born genius at computer programming. In his hands, a computer keyboard turns into a deadly weapon, and soon, Superman faces the microelectronic menace of his career. Clark Kent meets his old flame Lana Lang at a Smallville High School reunion and Superman turns into his own worst enemy after exposure to a chunk of red kryptonite.","['https://imdb-api.com/images/original/MV5BYTYwMjM3NzUtN2UzMi00ZDgyLWFhNzQtNWFiYWZkODI5ZWMzXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_Ratio1.5200_AL_.jpg', 'https://imdb-api.com/images/original/MV5BOWRmZmYzNmMtOWQxMC00MjM5LThjMGUtMTUxMmQ2ZTI0ZWI2XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BYmJiNGRlMDMtOWYzMC00Y2U1LWI0YTQtNGI1OTlmNjM3MTEwXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMDZmMTUzNzgtYjI0MC00MDI5LWE3MjYtNjcxMTY2MmQ0NTBmXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_Ratio1.5200_AL_.jpg']"
Superman II,tt0081573,"Picking up where ""Superman: The Movie"" left off, three criminals, General Zod (Terence Stamp), Ursa, (Sarah Douglas), and Non (Jack O'Halloran) from the planet Krypton are released from the Phantom Zone by a nuclear explosion in space. They descend upon Earth where they could finally rule. Superman, meanwhile, is in love with Lois Lane (Margot Kidder), who finds out who he really is. Lex Luthor (Gene Hackman) escapes from prison and is determined to destroy Superman by joining forces with the three criminals.","['https://imdb-api.com/images/original/MV5BYzc1ZGZlYzYtNjIwZC00OWRjLTk3NzctNzRlZTU2MzczZDM0XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNGFkMTUyZjktYzQwOS00NWU5LTkwYzEtMjZhOWVmYjUzNzZmXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjRkZDA5OTMtOTk0NC00OTRhLThhOTMtMzZkODI3ZmUzMDNiXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjdmYmY2ZjEtOWI0NS00MzUxLWFhMzgtODA0MzE4ZWU4MDZkXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_Ratio1.5200_AL_.jpg']"
Superman,tt0078346,"Just before the destruction of the planet Krypton, scientist Jor-El sends his infant son Kal-El on a spaceship to Earth. Raised by kindly farmers Jonathan and Martha Kent, young Clark discovers the source of his superhuman powers and moves to Metropolis to fight evil. As Superman, he battles the villainous Lex Luthor, while, as novice reporter Clark Kent, he attempts to woo co-worker Lois Lane","['https://imdb-api.com/images/original/MV5BMzgyMzQwMjMtNzBkMC00NDQxLThhM2ItNDAxOWIxODk0NjMwXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMGNiMjM2ZDEtOWM0OC00MTYxLTg4NzItM2VlN2FlZWFkMWMyXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BZTZkMGJkZWQtYWY5OC00NDAwLTllN2ItZmQ1MmM5NTlmM2VmXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BYmU0NTc4YTQtZWIzMi00YmE5LTg5MTctNGIxNTA0OTQ5MTQ4XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_Ratio1.0000_AL_.jpg']"
Dark City,tt0118929,"John Murdoch awakens alone in a strange hotel to find that he has lost his memory and is wanted for a series of brutal and bizarre murders. While trying to piece together his past, he stumbles upon a fiendish underworld controlled by a group of beings known as The Strangers who possess the ability to put people to sleep and alter the city and its inhabitants. Now Murdoch must find a way to stop them before they take control of his mind and destroy him.","['https://imdb-api.com/images/original/MV5BMjIzOTYyNDYyNF5BMl5BanBnXkFtZTcwMzM2MzMyNw@@._V1_Ratio1.4600_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNjU2ODA1MTAzNF5BMl5BanBnXkFtZTcwNDM2MzMyNw@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjI5NDI0MzgwOV5BMl5BanBnXkFtZTcwNTM2MzMyNw@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTQwMTQ3NzUwM15BMl5BanBnXkFtZTcwNjM2MzMyNw@@._V1_Ratio1.5000_AL_.jpg']"
Jumanji: Welcome to the Jungle,tt2283362,"In a brand-new Jumanji adventure, four high-school kids discover an old video-game console and are drawn into the game's jungle setting, literally becoming the adult avatars they chose. What they discover is that you don't just play Jumanji--you must survive it. To beat the game and return to the real world, they must go on the most dangerous adventure of their lives, discover what Alan Parrish left 20 years ago, and change the way they think about themselves --or they'll be stuck in the game forever, to be played by others without break.","['https://imdb-api.com/images/original/MV5BMjA3NDcwNDI3OF5BMl5BanBnXkFtZTgwNDY5MDkzNDM@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjExNTM4MzQzMF5BMl5BanBnXkFtZTgwNTY5MDkzNDM@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTUyNjY0NDY5N15BMl5BanBnXkFtZTgwNjY5MDkzNDM@._V1_Ratio1.4000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTY2ODU1MTMzMF5BMl5BanBnXkFtZTgwODY5MDkzNDM@._V1_Ratio1.3600_AL_.jpg']"
Pacific Rim: Uprising,tt2557478,"It is 2035, ten years after the Battle of the Breach, in which the inter-dimensional portal created by the Precursors (through which they sent marauding Kaiju) was closed. Former Jaeger pilot Jake Pentecost - son of Battle of the Breach hero Stacker Pentecost - makes a living by stealing and selling Jaeger parts on the black market in the Los Angeles area. After he tracks part of a disabled Jaeger's power core to the secret workshop of fifteen year-old Jaeger enthusiast Amara Namani, both are arrested by the Pan-Pacific Defense Corps (PPDC) after an altercation between Amara's small, single-pilot Jaeger Scrapper and the Police Jaeger November Ajax. A holographic transmission of Jake's adoptive sister and PPDC Secretary General Mako Mori persuades him to return to PPDC as an instructor, with Amara as his recruit..","['https://imdb-api.com/images/original/MV5BMTZlYzA2YTMtM2I5Ny00NzhmLTk2N2ItMTkzNmJhNzg3MjgwXkEyXkFqcGdeQXVyMjI2ODkzODY@._V1_Ratio1.9000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BM2E2MjllZTYtMzFlMi00ZWY4LWE4ZDgtY2M2MTY5MGM1MDk4XkEyXkFqcGdeQXVyMjI2ODkzODY@._V1_Ratio2.4200_AL_.jpg', 'https://imdb-api.com/images/original/MV5BZDY3N2M3NTQtY2Y4ZC00ZDJkLTkyMGUtOGYwNTIzYWE5OTE4XkEyXkFqcGdeQXVyMjI2ODkzODY@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMDUzMWQ0YTgtMmIwYy00OTA4LTg4NmItNGE0NmQ2ZjFkYjIyXkEyXkFqcGdeQXVyMjI2ODkzODY@._V1_Ratio2.4200_AL_.jpg']"
Replicas,tt4154916,"A daring synthetic biologist, after a car accident kills his family, will stop at nothing to bring them back, even if it means pitting himself against a government-controlled laboratory, a police task force and the physical laws of science.","['https://imdb-api.com/images/original/MV5BMTU5NTM1NjczNl5BMl5BanBnXkFtZTgwNzA5NjIxNzM@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTEwNjg1MDAxNDleQTJeQWpwZ15BbWU4MDgwOTYyMTcz._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjQwMTc3NTEwMl5BMl5BanBnXkFtZTgwOTA5NjIxNzM@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTYyOTIzNjQ4MV5BMl5BanBnXkFtZTgwMDE5NjIxNzM@._V1_Ratio1.5000_AL_.jpg']"
Bird Box,tt2737304,"In the wake of an unknown global terror, a mother must find the strength to flee with her children down a treacherous river in search of safety. Due to unseen deadly forces, the perilous journey must be made blindly. Directed by Emmy winner Susanne Bier, Bird Box is a thriller starring Academy Award winner Sandra Bullock, John Malkovich, Sarah Paulson, and Trevante Rhodes.","['https://imdb-api.com/images/original/MV5BMTU5OTA0NjAxOF5BMl5BanBnXkFtZTgwMTY0ODQxNzM@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjM2MjUzMDE3MV5BMl5BanBnXkFtZTgwMjY0ODQxNzM@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BOTcyNzAxNjg5OF5BMl5BanBnXkFtZTgwMzY0ODQxNzM@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjA0OTU5MzkyNF5BMl5BanBnXkFtZTgwNDY0ODQxNzM@._V1_Ratio2.0000_AL_.jpg']"
Mortal Engines,tt1571234,"A mysterious young woman, Hester Shaw, emerges as the only one who can stop a giant, predator city on wheels devouring everything in its path. Feral, and fiercely driven by the memory of her mother, Hester joins forces with Tom Natsworthy, an outcast from London, along with Anna Fang, a dangerous outlaw with a bounty on her head.","['https://imdb-api.com/images/original/MV5BNzY1MDA2OTQ0N15BMl5BanBnXkFtZTgwMTkzNjU2NTM@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTU1Mzk2MjYzNV5BMl5BanBnXkFtZTgwMjkzNjU2NTM@._V1_Ratio2.3800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjIzNzYzOTkxMF5BMl5BanBnXkFtZTgwMzkzNjU2NTM@._V1_Ratio1.9000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTE0NDYxNzMwNDheQTJeQWpwZ15BbWU4MDQ5MzY1NjUz._V1_Ratio2.3800_AL_.jpg']"
Annihilation,tt2798920,"A biologist's husband disappears. She puts her name forward for an expedition into an environmental disaster zone, but does not find what she's expecting. The expedition team is made up of the biologist, an anthropologist, a psychologist, a surveyor, and a linguist.","['https://imdb-api.com/images/original/MV5BNzk0NTA1NzkwM15BMl5BanBnXkFtZTgwNDcwOTc3NDM@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjI2Mzk1MjA2NV5BMl5BanBnXkFtZTgwNjcwOTc3NDM@._V1_Ratio1.3800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTA0NzUyNDA0OTleQTJeQWpwZ15BbWU4MDg3MDk3NzQz._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjM3OTE4NjU4Nl5BMl5BanBnXkFtZTgwOTcwOTc3NDM@._V1_Ratio1.5000_AL_.jpg']"
Ready Player One,tt1677720,"In the year 2045, the real world is a harsh place. The only time Wade Watts (Tye Sheridan) truly feels alive is when he escapes to the OASIS, an immersive virtual universe where most of humanity spends their days. In the OASIS, you can go anywhere, do anything, be anyone-the only limits are your own imagination. The OASIS was created by the brilliant and eccentric James Halliday (Mark Rylance), who left his immense fortune and total control of the Oasis to the winner of a three-part contest he designed to find a worthy heir. When Wade conquers the first challenge of the reality-bending treasure hunt, he and his friends-aka the High Five-are hurled into a fantastical universe of discovery and danger to save the OASIS.","['https://imdb-api.com/images/original/MV5BMTU3OTMxODYzN15BMl5BanBnXkFtZTgwODc0MjQxNTM@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTgwNzE5NDE5N15BMl5BanBnXkFtZTgwOTc0MjQxNTM@._V1_Ratio2.3800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNzEwNDYwMTI1NF5BMl5BanBnXkFtZTgwMDg0MjQxNTM@._V1_Ratio2.4000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTY1NjkyMDA5OV5BMl5BanBnXkFtZTgwMjY0MjQxNTM@._V1_Ratio2.3800_AL_.jpg']"
